id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,major,minor,nloc_total,project,project_version,source,release,release_version,release_requirements,inherited_from,technical_lag,version_start,version_end,start_to_patched,start_to_published,published_to_patched,patched_date,exclude_version_end
1711,CVE-2024-24680,"An issue was discovered in Django 3.2 before 3.2.24, 4.2 before 4.2.10, and Django 5.0 before 5.0.2. The intcomma template filter was subject to a potential denial-of-service attack when used with very long strings.",2024-02-06 22:16:00,django.template,2024-02-15 18:46:00,2024-03-19 14:51:31.691131,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,4,2,109557.0,django,4.2.4,Direct,django,4.2.4,,,False,4.2,4.2.10,"{'mean': 309.0, 'median': 309.0, 'std': nan, 'min': 309, 'max': 309}","{'mean': 309.0, 'median': 309.0, 'std': nan, 'min': 309, 'max': 309}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2024-02-06 14:53:58'), 'median': Timestamp('2024-02-06 14:53:58'), 'std': NaT, 'min': Timestamp('2024-02-06 14:53:58'), 'max': Timestamp('2024-02-06 14:53:58')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
19161,CVE-2023-41164,"In Django 3.2 before 3.2.21, 4.1 before 4.1.11, and 4.2 before 4.2.5, django.utils.encoding.uri_to_iri() is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-03 05:15:00,django.utils,2023-12-14 10:15:00,2024-03-19 15:02:08.523751,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109557.0,django,4.2.4,Direct,django,4.2.4,,,False,4.2,4.2.5,"{'mean': 154.0, 'median': 154.0, 'std': nan, 'min': 154, 'max': 154}","{'mean': 213.0, 'median': 213.0, 'std': nan, 'min': 213, 'max': 213}","{'mean': -60.0, 'median': -60.0, 'std': nan, 'min': -60, 'max': -60}","{'mean': Timestamp('2023-09-04 10:58:22'), 'median': Timestamp('2023-09-04 10:58:22'), 'std': NaT, 'min': Timestamp('2023-09-04 10:58:22'), 'max': Timestamp('2023-09-04 10:58:22')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
20561,CVE-2023-43665,"In Django 3.2 before 3.2.22, 4.1 before 4.1.12, and 4.2 before 4.2.6, the django.utils.text.Truncator chars() and words() methods (when used with html=True) are subject to a potential DoS (denial of service) attack via certain inputs with very long, potentially malformed HTML text. The chars() and words() methods are used to implement the truncatechars_html and truncatewords_html template filters, which are thus also vulnerable. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232.",2023-11-03 05:15:00,django.utils,2023-12-21 22:15:00,2024-03-19 15:02:56.392980,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109557.0,django,4.2.4,Direct,django,4.2.4,,,False,4.2,4.2.6,"{'mean': 184.0, 'median': 184.0, 'std': nan, 'min': 184, 'max': 184}","{'mean': 213.0, 'median': 213.0, 'std': nan, 'min': 213, 'max': 213}","{'mean': -30.0, 'median': -30.0, 'std': nan, 'min': -30, 'max': -30}","{'mean': Timestamp('2023-10-04 14:58:34'), 'median': Timestamp('2023-10-04 14:58:34'), 'std': NaT, 'min': Timestamp('2023-10-04 14:58:34'), 'max': Timestamp('2023-10-04 14:58:34')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
22296,CVE-2023-46695,"An issue was discovered in Django 3.2 before 3.2.23, 4.1 before 4.1.13, and 4.2 before 4.2.7. The NFKC normalization is slow on Windows. As a consequence, django.contrib.auth.forms.UsernameField is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-02 06:15:00,django.contrib.auth,2023-12-14 10:15:00,2024-03-19 15:03:40.390738,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109557.0,django,4.2.4,Direct,django,4.2.4,,,False,4.2.,4.2.7,"{'mean': 4915.0, 'median': 4915.0, 'std': nan, 'min': 4915, 'max': 4915}","{'mean': 4916.0, 'median': 4916.0, 'std': nan, 'min': 4916, 'max': 4916}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-11-01 06:59:15'), 'median': Timestamp('2023-11-01 06:59:15'), 'std': NaT, 'min': Timestamp('2023-11-01 06:59:15'), 'max': Timestamp('2023-11-01 06:59:15')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
1711,CVE-2024-24680,"An issue was discovered in Django 3.2 before 3.2.24, 4.2 before 4.2.10, and Django 5.0 before 5.0.2. The intcomma template filter was subject to a potential denial-of-service attack when used with very long strings.",2024-02-06 22:16:00,django.template,2024-02-15 18:46:00,2024-03-19 14:51:31.691131,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,4,2,109546.0,django,4.2.3,Direct,django,4.2.3,,,False,4.2,4.2.10,"{'mean': 309.0, 'median': 309.0, 'std': nan, 'min': 309, 'max': 309}","{'mean': 309.0, 'median': 309.0, 'std': nan, 'min': 309, 'max': 309}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2024-02-06 14:53:58'), 'median': Timestamp('2024-02-06 14:53:58'), 'std': NaT, 'min': Timestamp('2024-02-06 14:53:58'), 'max': Timestamp('2024-02-06 14:53:58')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
19161,CVE-2023-41164,"In Django 3.2 before 3.2.21, 4.1 before 4.1.11, and 4.2 before 4.2.5, django.utils.encoding.uri_to_iri() is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-03 05:15:00,django.utils,2023-12-14 10:15:00,2024-03-19 15:02:08.523751,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109546.0,django,4.2.3,Direct,django,4.2.3,,,False,4.2,4.2.5,"{'mean': 154.0, 'median': 154.0, 'std': nan, 'min': 154, 'max': 154}","{'mean': 213.0, 'median': 213.0, 'std': nan, 'min': 213, 'max': 213}","{'mean': -60.0, 'median': -60.0, 'std': nan, 'min': -60, 'max': -60}","{'mean': Timestamp('2023-09-04 10:58:22'), 'median': Timestamp('2023-09-04 10:58:22'), 'std': NaT, 'min': Timestamp('2023-09-04 10:58:22'), 'max': Timestamp('2023-09-04 10:58:22')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
20561,CVE-2023-43665,"In Django 3.2 before 3.2.22, 4.1 before 4.1.12, and 4.2 before 4.2.6, the django.utils.text.Truncator chars() and words() methods (when used with html=True) are subject to a potential DoS (denial of service) attack via certain inputs with very long, potentially malformed HTML text. The chars() and words() methods are used to implement the truncatechars_html and truncatewords_html template filters, which are thus also vulnerable. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232.",2023-11-03 05:15:00,django.utils,2023-12-21 22:15:00,2024-03-19 15:02:56.392980,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109546.0,django,4.2.3,Direct,django,4.2.3,,,False,4.2,4.2.6,"{'mean': 184.0, 'median': 184.0, 'std': nan, 'min': 184, 'max': 184}","{'mean': 213.0, 'median': 213.0, 'std': nan, 'min': 213, 'max': 213}","{'mean': -30.0, 'median': -30.0, 'std': nan, 'min': -30, 'max': -30}","{'mean': Timestamp('2023-10-04 14:58:34'), 'median': Timestamp('2023-10-04 14:58:34'), 'std': NaT, 'min': Timestamp('2023-10-04 14:58:34'), 'max': Timestamp('2023-10-04 14:58:34')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
22296,CVE-2023-46695,"An issue was discovered in Django 3.2 before 3.2.23, 4.1 before 4.1.13, and 4.2 before 4.2.7. The NFKC normalization is slow on Windows. As a consequence, django.contrib.auth.forms.UsernameField is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-02 06:15:00,django.contrib.auth,2023-12-14 10:15:00,2024-03-19 15:03:40.390738,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109546.0,django,4.2.3,Direct,django,4.2.3,,,False,4.2.,4.2.7,"{'mean': 4915.0, 'median': 4915.0, 'std': nan, 'min': 4915, 'max': 4915}","{'mean': 4916.0, 'median': 4916.0, 'std': nan, 'min': 4916, 'max': 4916}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-11-01 06:59:15'), 'median': Timestamp('2023-11-01 06:59:15'), 'std': NaT, 'min': Timestamp('2023-11-01 06:59:15'), 'max': Timestamp('2023-11-01 06:59:15')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
1711,CVE-2024-24680,"An issue was discovered in Django 3.2 before 3.2.24, 4.2 before 4.2.10, and Django 5.0 before 5.0.2. The intcomma template filter was subject to a potential denial-of-service attack when used with very long strings.",2024-02-06 22:16:00,django.template,2024-02-15 18:46:00,2024-03-19 14:51:31.691131,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,4,2,109540.0,django,4.2.2,Direct,django,4.2.2,,,False,4.2,4.2.10,"{'mean': 309.0, 'median': 309.0, 'std': nan, 'min': 309, 'max': 309}","{'mean': 309.0, 'median': 309.0, 'std': nan, 'min': 309, 'max': 309}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2024-02-06 14:53:58'), 'median': Timestamp('2024-02-06 14:53:58'), 'std': NaT, 'min': Timestamp('2024-02-06 14:53:58'), 'max': Timestamp('2024-02-06 14:53:58')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
15663,CVE-2023-36053,"In Django 3.2 before 3.2.20, 4 before 4.1.10, and 4.2 before 4.2.3, EmailValidator and URLValidator are subject to a potential ReDoS (regular expression denial of service) attack via a very large number of domain name labels of emails and URLs.",2023-07-03 13:15:00,django.core,2023-11-15 03:18:00,2024-03-19 15:00:47.609699,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109540.0,django,4.2.2,Direct,django,4.2.2,,,False,4.2,4.2.3,"{'mean': 90.0, 'median': 90.0, 'std': nan, 'min': 90, 'max': 90}","{'mean': 91.0, 'median': 91.0, 'std': nan, 'min': 91, 'max': 91}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-07-03 07:57:20'), 'median': Timestamp('2023-07-03 07:57:20'), 'std': NaT, 'min': Timestamp('2023-07-03 07:57:20'), 'max': Timestamp('2023-07-03 07:57:20')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
19161,CVE-2023-41164,"In Django 3.2 before 3.2.21, 4.1 before 4.1.11, and 4.2 before 4.2.5, django.utils.encoding.uri_to_iri() is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-03 05:15:00,django.utils,2023-12-14 10:15:00,2024-03-19 15:02:08.523751,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109540.0,django,4.2.2,Direct,django,4.2.2,,,False,4.2,4.2.5,"{'mean': 154.0, 'median': 154.0, 'std': nan, 'min': 154, 'max': 154}","{'mean': 213.0, 'median': 213.0, 'std': nan, 'min': 213, 'max': 213}","{'mean': -60.0, 'median': -60.0, 'std': nan, 'min': -60, 'max': -60}","{'mean': Timestamp('2023-09-04 10:58:22'), 'median': Timestamp('2023-09-04 10:58:22'), 'std': NaT, 'min': Timestamp('2023-09-04 10:58:22'), 'max': Timestamp('2023-09-04 10:58:22')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
20561,CVE-2023-43665,"In Django 3.2 before 3.2.22, 4.1 before 4.1.12, and 4.2 before 4.2.6, the django.utils.text.Truncator chars() and words() methods (when used with html=True) are subject to a potential DoS (denial of service) attack via certain inputs with very long, potentially malformed HTML text. The chars() and words() methods are used to implement the truncatechars_html and truncatewords_html template filters, which are thus also vulnerable. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232.",2023-11-03 05:15:00,django.utils,2023-12-21 22:15:00,2024-03-19 15:02:56.392980,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,4,2,109540.0,django,4.2.2,Direct,django,4.2.2,,,False,4.2,4.2.6,"{'mean': 184.0, 'median': 184.0, 'std': nan, 'min': 184, 'max': 184}","{'mean': 213.0, 'median': 213.0, 'std': nan, 'min': 213, 'max': 213}","{'mean': -30.0, 'median': -30.0, 'std': nan, 'min': -30, 'max': -30}","{'mean': Timestamp('2023-10-04 14:58:34'), 'median': Timestamp('2023-10-04 14:58:34'), 'std': NaT, 'min': Timestamp('2023-10-04 14:58:34'), 'max': Timestamp('2023-10-04 14:58:34')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
