id,report,description,true_positive,verified,package,module,filename,score,confidence,severity,more_info,test_id,test_name,test_category,code,lines,cwe_id,major,minor,nloc_total,project,project_version,source,release,release_version,release_requirements,inherited_from,severity_score,is_test,project_package,confidence_score
187518,1379,Potential XSS on mark_safe function.,,False,contrib.admin,options,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/options.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"377         try:
378             return mark_safe(self.empty_value_display)
379         except AttributeError:
",378,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin,2
187519,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin,options,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/options.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"377         try:
378             return mark_safe(self.empty_value_display)
379         except AttributeError:
",378,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin,2
187520,1379,Potential XSS on mark_safe function.,,False,contrib.admin,options,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/options.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"379         except AttributeError:
380             return mark_safe(self.admin_site.empty_value_display)
381 
",380,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin,2
187521,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin,options,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/options.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"379         except AttributeError:
380             return mark_safe(self.admin_site.empty_value_display)
381 
",380,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin,2
187522,1379,Potential XSS on mark_safe function.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"48             cl.get_query_string({PAGE_VAR: i}),
49             mark_safe(' class=""end""' if i == cl.paginator.num_pages else """"),
50             i,
",49,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187523,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"48             cl.get_query_string({PAGE_VAR: i}),
49             mark_safe(' class=""end""' if i == cl.paginator.num_pages else """"),
50             i,
",49,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187524,1379,Potential XSS on mark_safe function.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"101                 yield {
102                     ""text"": mark_safe(
103                         f'<input type=""checkbox"" id=""action-toggle"" '
104                         f'aria-label=""{aria_label}"">'
105                     ),
106                     ""class_attrib"": mark_safe(' class=""action-checkbox-column""'),
","102, 103, 104, 105",CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187525,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"101                 yield {
102                     ""text"": mark_safe(
103                         f'<input type=""checkbox"" id=""action-toggle"" '
104                         f'aria-label=""{aria_label}"">'
105                     ),
106                     ""class_attrib"": mark_safe(' class=""action-checkbox-column""'),
","102, 103, 104, 105",CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187526,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"105                     ),
106                     ""class_attrib"": mark_safe(' class=""action-checkbox-column""'),
107                     ""sortable"": False,
",106,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187527,1379,Potential XSS on mark_safe function.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"246                     row_classes.append(""nowrap"")
247         row_class = mark_safe(' class=""%s""' % "" "".join(row_classes))
248         # If list_display_links not defined, add the link tag to the first field
",247,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187528,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"246                     row_classes.append(""nowrap"")
247         row_class = mark_safe(' class=""%s""' % "" "".join(row_classes))
248         # If list_display_links not defined, add the link tag to the first field
",247,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187529,1379,Potential XSS on mark_safe function.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"296                 bf = form[field_name]
297                 result_repr = mark_safe(str(bf.errors) + str(bf))
298             yield format_html(""<td{}>{}</td>"", row_class, result_repr)
",297,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187530,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"296                 bf = form[field_name]
297                 result_repr = mark_safe(str(bf.errors) + str(bf))
298             yield format_html(""<td{}>{}</td>"", row_class, result_repr)
",297,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187531,1379,Potential XSS on mark_safe function.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"327             if form[cl.model._meta.pk.name].is_hidden:
328                 yield mark_safe(form[cl.model._meta.pk.name])
329 
",328,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187532,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admin.templatetags,admin_list,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admin/templatetags/admin_list.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"327             if form[cl.model._meta.pk.name].is_hidden:
328                 yield mark_safe(form[cl.model._meta.pk.name])
329 
",328,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admin.templatetags,2
187533,1379,Potential XSS on mark_safe function.,,False,contrib.admindocs,utils,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admindocs/utils.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"87     )
88     return mark_safe(parts[""fragment""])
89 
",88,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admindocs,2
187534,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.admindocs,utils,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/admindocs/utils.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"87     )
88     return mark_safe(parts[""fragment""])
89 
",88,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.admindocs,2
187535,1379,Possible hardcoded password: '!',False,True,contrib.auth,hashers,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/hashers.py,1,medium,low,https://bandit.readthedocs.io/en/1.7.7/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string,B1,"22 
23 UNUSABLE_PASSWORD_PREFIX = ""!""  # This will never be a valid encoded hash
24 UNUSABLE_PASSWORD_SUFFIX_LENGTH = (
",23,CWE-259,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,0,False,django.contrib.auth,1
187536,1379,Use of weak SHA1 hash for security. Consider usedforsecurity=False,,False,contrib.auth,hashers,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/hashers.py,4,high,high,https://bandit.readthedocs.io/en/1.7.7/plugins/b324_hashlib.html,B324,hashlib,B3,"661         self._check_encode_args(password, salt)
662         hash = hashlib.sha1((salt + password).encode()).hexdigest()
663         return ""%s$%s$%s"" % (self.algorithm, salt, hash)
",662,CWE-327,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,2,False,django.contrib.auth,2
187537,1379,Use of weak MD5 hash for security. Consider usedforsecurity=False,,False,contrib.auth,hashers,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/hashers.py,4,high,high,https://bandit.readthedocs.io/en/1.7.7/plugins/b324_hashlib.html,B324,hashlib,B3,"703         self._check_encode_args(password, salt)
704         hash = hashlib.md5((salt + password).encode()).hexdigest()
705         return ""%s$%s$%s"" % (self.algorithm, salt, hash)
",704,CWE-327,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,2,False,django.contrib.auth,2
187538,1379,Use of weak SHA1 hash for security. Consider usedforsecurity=False,,False,contrib.auth,hashers,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/hashers.py,4,high,high,https://bandit.readthedocs.io/en/1.7.7/plugins/b324_hashlib.html,B324,hashlib,B3,"763             raise ValueError(""salt must be empty."")
764         hash = hashlib.sha1(password.encode()).hexdigest()
765         return ""sha1$$%s"" % hash
",764,CWE-327,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,2,False,django.contrib.auth,2
187539,1379,Use of weak MD5 hash for security. Consider usedforsecurity=False,,False,contrib.auth,hashers,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/hashers.py,4,high,high,https://bandit.readthedocs.io/en/1.7.7/plugins/b324_hashlib.html,B324,hashlib,B3,"818             raise ValueError(""salt must be empty."")
819         return hashlib.md5(password.encode()).hexdigest()
820 
",819,CWE-327,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,2,False,django.contrib.auth,2
187540,1379,Possible hardcoded password: 'password',False,True,contrib.auth.management.commands,createsuperuser,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/management/commands/createsuperuser.py,1,medium,low,https://bandit.readthedocs.io/en/1.7.7/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string,B1,"22 
23 PASSWORD_FIELD = ""password""
24 
",23,CWE-259,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,0,False,django.contrib.auth.management.commands,1
187541,1379,Possible hardcoded password: '_password_reset_token',False,True,contrib.auth,views,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/views.py,1,medium,low,https://bandit.readthedocs.io/en/1.7.7/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string,B1,"243 
244 INTERNAL_RESET_SESSION_TOKEN = ""_password_reset_token""
245 
",244,CWE-259,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,0,False,django.contrib.auth,1
187542,1379,Possible hardcoded password: 'set-password',False,True,contrib.auth,views,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/auth/views.py,1,medium,low,https://bandit.readthedocs.io/en/1.7.7/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string,B1,"255     post_reset_login_backend = None
256     reset_url_token = ""set-password""
257     success_url = reverse_lazy(""password_reset_complete"")
",256,CWE-259,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,0,False,django.contrib.auth,1
187543,1379,Potential XSS on mark_safe function.,,False,contrib.flatpages,views,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/flatpages/views.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"66     # content in the first place).
67     f.title = mark_safe(f.title)
68     f.content = mark_safe(f.content)
",67,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.flatpages,2
187544,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.flatpages,views,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/flatpages/views.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"66     # content in the first place).
67     f.title = mark_safe(f.title)
68     f.content = mark_safe(f.content)
",67,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.flatpages,2
187545,1379,Potential XSS on mark_safe function.,,False,contrib.flatpages,views,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/flatpages/views.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"67     f.title = mark_safe(f.title)
68     f.content = mark_safe(f.content)
69 
",68,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.flatpages,2
187546,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.flatpages,views,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/flatpages/views.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"67     f.title = mark_safe(f.title)
68     f.content = mark_safe(f.content)
69 
",68,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.flatpages,2
187547,1379,Possible SQL injection vector through string-based query construction.,False,True,contrib.gis.db.backends.postgis,operations,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/gis/db/backends/postgis/operations.py,1,low,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b608_hardcoded_sql_expressions.html,B608,hardcoded_sql_expressions,B6,"203                 raise ImproperlyConfigured(
204                     'Cannot determine PostGIS version for database ""%s"" '
205                     'using command ""SELECT postgis_lib_version()"". '
206                     ""GeoDjango requires at least PostGIS version 2.5. ""
207                     ""Was the database created from a spatial database ""
208                     ""template?"" % self.connection.settings_dict[""NAME""]
209                 )
","204, 205, 206, 207, 208",CWE-89,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.gis.db.backends.postgis,0
187548,1379,Potential XSS on mark_safe function.,,False,contrib.humanize.templatetags,humanize,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/humanize/templatetags/humanize.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"60     # Mark value safe so i18n does not break with <sup> or <sub> see #19988
61     return mark_safe(value)
62 
",61,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.humanize.templatetags,2
187549,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.humanize.templatetags,humanize,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/humanize/templatetags/humanize.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"60     # Mark value safe so i18n does not break with <sup> or <sub> see #19988
61     return mark_safe(value)
62 
",61,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.humanize.templatetags,2
187550,1379,Potential XSS on mark_safe function.,,False,contrib.messages.storage,cookie,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/messages/storage/cookie.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b703_django_mark_safe.html,B703,django_mark_safe,B7,"37                 if obj[1]:
38                     obj[3] = mark_safe(obj[3])
39                 return Message(*obj[2:])
",38,CWE-80,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.messages.storage,2
187551,1379,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,,False,contrib.messages.storage,cookie,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/messages/storage/cookie.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist,B3,"37                 if obj[1]:
38                     obj[3] = mark_safe(obj[3])
39                 return Message(*obj[2:])
",38,CWE-79,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.contrib.messages.storage,2
187552,1379,"Try, Except, Pass detected.",,False,contrib.sessions.backends,base,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/contrib/sessions/backends/base.py,2,high,low,https://bandit.readthedocs.io/en/1.7.7/plugins/b110_try_except_pass.html,B110,try_except_pass,B1,"108             logger.warning(""Session data corrupted"")
109         except Exception:
110             # ValueError, unpickling exceptions. If any of these happen, just
111             # return an empty dictionary (an empty session).
112             pass
113         return {}
","109, 110, 111, 112",CWE-703,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,0,False,django.contrib.sessions.backends,2
187553,1379,Consider possible security implications associated with pickle module.,,False,core.cache.backends,db,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/core/cache/backends/db.py,2,high,low,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_imports.html#b403-import-pickle,B403,blacklist,B4,"2 import base64
3 import pickle
4 from datetime import datetime, timezone
",3,CWE-502,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,0,False,django.core.cache.backends,2
187554,1379,Possible SQL injection vector through string-based query construction.,True,True,core.cache.backends,db,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/core/cache/backends/db.py,2,medium,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b608_hardcoded_sql_expressions.html,B608,hardcoded_sql_expressions,B6,"68             cursor.execute(
69                 ""SELECT %s, %s, %s FROM %s WHERE %s IN (%s)""
70                 % (
71                     quote_name(""cache_key""),
72                     quote_name(""value""),
73                     quote_name(""expires""),
74                     table,
75                     quote_name(""cache_key""),
76                     "", "".join([""%s""] * len(key_map)),
77                 ),
78                 list(key_map),
","69, 70, 71, 72, 73, 74, 75, 76, 77",CWE-89,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.core.cache.backends,1
187555,1379,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",,False,core.cache.backends,db,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/core/cache/backends/db.py,3,high,medium,https://bandit.readthedocs.io/en/1.7.7/blacklists/blacklist_calls.html#b301-pickle,B301,blacklist,B3,"94                 value = connection.ops.process_clob(value)
95                 value = pickle.loads(base64.b64decode(value.encode()))
96                 result[key_map.get(key)] = value
",95,CWE-502,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.core.cache.backends,2
187556,1379,Possible SQL injection vector through string-based query construction.,True,True,core.cache.backends,db,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/core/cache/backends/db.py,2,medium,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b608_hardcoded_sql_expressions.html,B608,hardcoded_sql_expressions,B6,"119         with connection.cursor() as cursor:
120             cursor.execute(""SELECT COUNT(*) FROM %s"" % table)
121             num = cursor.fetchone()[0]
",120,CWE-89,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.core.cache.backends,1
187557,1379,Possible SQL injection vector through string-based query construction.,True,True,core.cache.backends,db,/Users/zakariasabbagh/Documents/GitHub/private/securipy/repositories/django/django/core/cache/backends/db.py,2,medium,medium,https://bandit.readthedocs.io/en/1.7.7/plugins/b608_hardcoded_sql_expressions.html,B608,hardcoded_sql_expressions,B6,"142                     cursor.execute(
143                         ""SELECT %s, %s FROM %s WHERE %s = %%s""
144                         % (
145                             quote_name(""cache_key""),
146                             quote_name(""expires""),
147                             table,
148                             quote_name(""cache_key""),
149                         ),
150                         [key],
","143, 144, 145, 146, 147, 148, 149",CWE-89,5,0,110987,django,5.0.3,Direct,django,5.0.3,,,1,False,django.core.cache.backends,1
